request_id,user_id,prompt,timestamp
0530f62f-ca1f-4b1e-a83c-552be6c2cc8e,00000000-0000-0000-0000-000000000000,DHCP Dora process,2023-02-13T17:46:20.976Z
5f521225-0452-4b4f-81a3-8561379a175c,00000000-0000-0000-0000-000000000000,diagram of a Python web server reading from internal MongoDB database over TCP,2023-02-13T19:30:03.442Z
d7e578cf-671a-456d-8596-2a4610a637ab,00000000-0000-0000-0000-000000000000,VPC with a public and a private subnet,2023-02-13T20:10:19.524Z
2ed9c6e7-80a3-4b92-b712-ed95b0512929,00000000-0000-0000-0000-000000000000,AWS VPC with a public and a private subnet,2023-02-13T20:10:49.759Z
8cd87b3e-a679-4699-b5f3-389acb7c0c53,00000000-0000-0000-0000-000000000000,AWS VPC with a public and a private subnet where the public subnet contains a Lambda function,2023-02-13T20:11:22.897Z
3137c6af-0033-4083-aff0-bbb0ec38bc14,00000000-0000-0000-0000-000000000000,"una varable holaa si contiene true va a variable 2 si contiene flase, se para el programa",2023-02-13T20:29:54.419Z
861b2194-cd64-419d-8398-2605db6876d6,00000000-0000-0000-0000-000000000000,"una varable holaa si contiene true va a variable 2 si contiene flase, se para el programa",2023-02-13T20:30:09.257Z
3b211e90-454f-4468-b43c-5801824a0fc2,00000000-0000-0000-0000-000000000000,Frog,2023-02-13T14:56:08.630Z
8ec6390e-996d-41bc-9558-f05549a2d551,00000000-0000-0000-0000-000000000000,C4 5 different frontends reading product data via REST-API (Json) from a data layer (MongoDB) sitting atop a PIM system,2023-02-13T14:58:20.722Z
4176d1cf-64f6-4c9e-8f7a-e310557d5260,00000000-0000-0000-0000-000000000000,C4 diagram of a web application delivering data to a single-page application making an API call to an API application via JSON API,2023-02-13T14:59:48.894Z
b15fc765-73e8-49eb-9dfc-ae597e1d110b,00000000-0000-0000-0000-000000000000,C4 diagram of a web server made in Go,2023-02-13T15:00:13.971Z
6e359dc5-991f-4183-b31c-bfdd6702fa4b,00000000-0000-0000-0000-000000000000,Diagram of a Go web server reading from external Postgres database over TCP,2023-02-13T14:51:50.397Z
2e40f3ca-d809-41ea-baaf-e47b96f830e1,00000000-0000-0000-0000-000000000000,C4 diagram of a Go web server reading from external Postgres database over AWS,2023-02-13T14:57:12.131Z
4679c767-5a98-4d85-8b7d-235221c7239d,00000000-0000-0000-0000-000000000000,C4 diagram of an email system sending emails to a customer using a web application containerized in Java and Spring,2023-02-13T14:58:56.533Z
c51f9073-22d1-4362-ba63-a2c5b9b76e6a,00000000-0000-0000-0000-000000000000,C4 diagram of a back-end in Django connected to both a Postgres database and an Elasticsearch cluster of 3 nodes,2023-02-13T14:53:45.294Z
45f67aa3-6308-4a2b-81d9-6db02f813ed0,00000000-0000-0000-0000-000000000000,Client connected with server,2023-02-13T14:56:55.667Z
7ed10668-4ea5-432d-9f4c-e523435b2a05,00000000-0000-0000-0000-000000000000,Micro services,2023-02-13T14:57:23.511Z
fcfc5a89-57c3-4c6c-87d7-3ffa44c43ef2,00000000-0000-0000-0000-000000000000,-111111,2023-02-13T15:00:30.409Z
1e3e2882-8160-4616-a2a3-a540e32072af,00000000-0000-0000-0000-000000000000,data from a databricks workspace writing to a csv file,2023-02-13T14:49:00.412Z
f1d8e90e-a5b3-44fc-b269-74dab3fcd90f,00000000-0000-0000-0000-000000000000,cow eating grass,2023-02-13T14:43:52.936Z
3e04cc36-df8c-47c4-a941-aaa726f991d1,00000000-0000-0000-0000-000000000000,C4 diagram of a python web server reading from external Postgres database over TCP,2023-02-13T14:57:58.222Z
681d9913-be2d-4951-9b66-a31cc56d8931,00000000-0000-0000-0000-000000000000,Flowchart of adding two number,2023-02-13T14:56:34.063Z
8328e9fc-36d4-4028-b274-19069cd2705a,00000000-0000-0000-0000-000000000000,Runtime,2023-02-13T16:13:49.541Z
90a844cb-70f3-4cec-823e-d14a80d7f249,00000000-0000-0000-0000-000000000000,C4 diagram of a for reshdift cluster and 5 connectors for API in WEb,2023-02-13T16:09:39.487Z
a11be891-9bf4-4758-a7a8-a74ddf98d062,00000000-0000-0000-0000-000000000000,C4 diagram of a for redshift cluster,2023-02-13T16:10:39.123Z
2461bf8c-6390-4067-ab36-3134864473dd,00000000-0000-0000-0000-000000000000,C4 diagram of a for reshdift cluster,2023-02-13T16:10:21.161Z
26416920-cf78-4c28-98d0-d82617a88997,00000000-0000-0000-0000-000000000000,Domain driven design,2023-02-13T16:15:01.241Z
d03c8495-888c-4225-b807-5393d62735d7,00000000-0000-0000-0000-000000000000,C4 diagram of a Kotlin service talking to PostgreSQL with redis as a write-through strategy,2023-02-13T16:17:27.087Z
1627d38d-ae23-4187-a524-b29d857683f7,00000000-0000-0000-0000-000000000000,C4 diagram of a for reshdift cluster into ec2 machine vpn and 5 connectors for API in WEb,2023-02-13T16:09:23.273Z
0cf162a5-e3f8-48e7-bb1f-4e610e6c7c3a,00000000-0000-0000-0000-000000000000,Client server,2023-02-13T16:14:08.045Z
3174dbea-e90b-414c-95e9-86b62aa76278,00000000-0000-0000-0000-000000000000,Peer to peer,2023-02-13T16:14:28.930Z
7b9c9a36-eb01-4a63-af79-ee10e9a6cbe8,00000000-0000-0000-0000-000000000000,A fastapi web server behinds F5 load balancer,2023-02-13T19:13:45.878Z
2799bdb0-de7e-4907-a1d2-d3a5571330ad,00000000-0000-0000-0000-000000000000,C4 diagram for amazon,2023-02-13T16:57:41.953Z
f74c7df5-d602-4315-be5a-981db1e5e2e4,00000000-0000-0000-0000-000000000000,DDD diagram for amazon,2023-02-13T16:57:27.870Z
fb11429f-00c9-4ce5-aede-d194b5de3fc7,00000000-0000-0000-0000-000000000000,domain diagram for amazon,2023-02-13T16:57:09.842Z
c06065d2-a21c-4fa6-a3e1-5efd135cbf07,00000000-0000-0000-0000-000000000000,user flow,2023-02-13T19:41:19.635Z
5a827e9a-2c2b-41ab-b9ea-ac16be6aa555,00000000-0000-0000-0000-000000000000,Hello,2023-02-13T23:06:09.155Z
514e18f9-bab2-4fd6-b4b4-6766eb56f91a,00000000-0000-0000-0000-000000000000,Hello my name is,2023-02-13T23:06:24.391Z
763567c4-81d6-4d7b-aba7-2dbda57037cd,00000000-0000-0000-0000-000000000000,C4 diagram of a web client calls a web app via ALB,2023-02-13T20:17:28.682Z
9cf510ad-f1cd-4740-ab67-bd8e66f03ba9,00000000-0000-0000-0000-000000000000,Kafka streaming to BigQuery and dbt transformation,2023-02-13T20:17:45.177Z
8b0edf18-6035-4ba3-a89b-dd9076d12ad4,00000000-0000-0000-0000-000000000000,A Python web server with 3 replicas connected to database behind load balancer behind API gateway. All Python containers are red,2023-02-13T19:33:44.904Z
7f341f45-3e35-418f-8474-a40a10078643,00000000-0000-0000-0000-000000000000,A Python web server with 3 replicas connected to database behind load balancer behind API gateway,2023-02-13T19:32:26.472Z
57f15dc7-9d5f-4c27-babe-62c1ddd6f224,00000000-0000-0000-0000-000000000000,A Python web server with 3 replicas connected to database behind load balancer behind API gateway. All Python containers are red,2023-02-13T19:33:24.638Z
4127623d-2bbb-4865-8db5-d37c4334a621,00000000-0000-0000-0000-000000000000,A Python web server with 3 replicas connected to database behind load balancer behind API gateway,2023-02-13T19:31:21.412Z
e8bb00c1-18fb-4244-85a9-af3e31f4e1e2,00000000-0000-0000-0000-000000000000,A Python web server with 3 replicas connected to database behind load balancer behind API gateway. All Python containers are red,2023-02-13T19:34:07.373Z
e471697b-70dd-4ede-b7fb-e9a94392ddd0,00000000-0000-0000-0000-000000000000,c4 diagram of kotlin web server writing to external mysql,2023-02-13T13:15:53.512Z
c7630da3-63c6-4da0-a2a2-286fd855f790,00000000-0000-0000-0000-000000000000,C4 diagram of a python FastAPI Restful API storing data in a postgres database,2023-02-13T21:37:33.767Z
a0d3d707-c12a-4f25-809f-ed612bb722f6,00000000-0000-0000-0000-000000000000,C4 diagram of a python FastAPI Restful API running in k8s and storing data in a RDS postgres database,2023-02-13T21:38:04.518Z
9cffe9db-ae43-4fba-85ad-d2af98525f8d,00000000-0000-0000-0000-000000000000,Generate c4 minz,2023-02-13T21:54:05.670Z
9d0fd48c-4e91-4f63-9df4-e1021265fcc9,00000000-0000-0000-0000-000000000000,Minz,2023-02-13T21:53:43.715Z
ce456d42-1441-4633-b369-a787718fadfc,00000000-0000-0000-0000-000000000000,Olare,2023-02-13T18:07:31.018Z
c4b906d8-0a60-413c-8552-c6edd343fec0,00000000-0000-0000-0000-000000000000,"the banking application that supports not only a mobile app, but also a single-page application. We also have an e-mail system and it's all supported via our Bank API that is connected to the database (we use Oracle)",2023-02-13T21:23:02.792Z
4620a320-74ab-4a01-b529-57084389a5cf,00000000-0000-0000-0000-000000000000,Diagram of a monkey eating a banana,2023-02-13T15:21:46.522Z
92db131a-a231-4802-81bf-c12e11a3de29,00000000-0000-0000-0000-000000000000,"Kotlin service called satori, serving client request via http and calling a solr cluster using grpc",2023-02-13T15:24:15.339Z
53667a32-ff39-4efd-9311-2bd1726f76bb,00000000-0000-0000-0000-000000000000,Atlas,2023-02-13T15:23:07.597Z
9ea633ba-eeaa-4edc-a1a0-3599efd383c3,00000000-0000-0000-0000-000000000000,Not a C4 Diagram of a monkey eating a banana,2023-02-13T15:22:48.863Z
a549220d-6780-4420-a8f7-0bf69780b42d,00000000-0000-0000-0000-000000000000,Diagram of a database reading replication data from another database which is fed by a large language model written in C#,2023-02-13T18:36:45.088Z
cf0ed898-b180-48bc-9541-89274e25b16e,00000000-0000-0000-0000-000000000000,"PHP web server sends out messages to AWS SNS topic, which enqueue them on AWS SQS, which has a subscription that pushes each received message to a Consumer written in Go.",2023-02-13T18:34:24.739Z
bccebf48-bd0a-46b9-b060-f23bf366791e,00000000-0000-0000-0000-000000000000,C4 diagram of a Proxmox server replicating to another proxmox server on a external datacenter,2023-02-13T18:27:53.647Z
cbc367b0-5784-4ba3-b2dc-e48247984674,00000000-0000-0000-0000-000000000000,Client table and transactions table,2023-02-13T18:24:45.827Z
26d8745e-78cc-4a48-9e6a-3a308663b7e3,00000000-0000-0000-0000-000000000000,Generate diagram of youtube services,2023-02-13T19:55:03.298Z
22ac4060-a6ae-4d3a-b538-0d3c0cce2174,00000000-0000-0000-0000-000000000000,Generate diagram of youtube,2023-02-13T19:54:51.281Z
f8d3191d-c547-477b-9186-be6fbf3322af,00000000-0000-0000-0000-000000000000,C4 diagram of a for reshdift cluster into ec2 machine vpn and 5 conector fors API in WEb,2023-02-13T16:08:35.616Z
778bc332-a230-43dd-8987-65d6eefc9589,00000000-0000-0000-0000-000000000000,"the banking application that supports not only a mobile app, but also a single-page application. We also have an e-mail system and it's all supported via our Bank API that is connected to the database (we use Oracle)",2023-02-13T09:57:17.400Z
7b427131-4079-4798-8dec-b4da10bdbfb6,00000000-0000-0000-0000-000000000000,C4 diagram of a Python web server reading from external MySQL database over TCP,2023-02-13T09:59:09.662Z
f1868bb8-d251-4f70-9fea-28dae7782367,00000000-0000-0000-0000-000000000000,C4 diagram for Facebook architecture,2023-02-13T10:02:36.058Z
476c00f8-0ed8-443f-b916-ddbf40d8fa5d,00000000-0000-0000-0000-000000000000,C4 diagram of a Python web server reading from external Postgres database over TCP,2023-02-13T09:58:53.105Z
bc12659e-299c-4b90-afc5-89139b831245,00000000-0000-0000-0000-000000000000,C4 diagram for Go web server reading from external ModgoDB database over tcp,2023-02-13T10:05:52.495Z
dfb96d32-195d-4826-a4ef-f0cd9663fd83,00000000-0000-0000-0000-000000000000,C4 diagram of a Frontend APP in react making request to a Fast API Backend that communcicates with a Mongo DB,2023-02-13T10:00:13.136Z
7f9856bb-dadf-4177-b58a-91c7b93d13ae,00000000-0000-0000-0000-000000000000,C4 diagram for Slack architecture,2023-02-13T10:02:58.533Z
3c6e247e-3037-4ef9-a7ee-b7d9230a3be4,00000000-0000-0000-0000-000000000000,C4 diagram of a Frontend APP in react making request to a Python Fast API Backend that communcicates with a Mongo DB,2023-02-13T10:01:27.216Z
7e4e44ed-10d6-4f10-826c-11b9731cca81,00000000-0000-0000-0000-000000000000,C4 diagram of a rust web server reading from external cauchdb database over TCP,2023-02-13T10:01:53.900Z
9a036b91-83a0-4cbf-a561-b1d0f832b7ce,00000000-0000-0000-0000-000000000000,C4 diagram for facebbok architecture,2023-02-13T10:02:01.624Z
3651384b-d381-49d9-8484-fd2812657bff,00000000-0000-0000-0000-000000000000,"the banking application that supports not only a mobile app, but also a single-page application. We also have an e-mail system and it's all supported via our Bank API that is connected to the database (we use Oracle)",2023-02-13T09:57:09.817Z
2cf7b4f9-fe01-434d-a7cf-b57a6d227262,00000000-0000-0000-0000-000000000000,C4 diagram of a rust web server reading from external Postgres database over TCP,2023-02-13T10:01:38.244Z
e20abe4e-00f0-4832-bcc6-f8274f2aee57,00000000-0000-0000-0000-000000000000,C4 diagram for Go web server reading from external mongodb database over tcp,2023-02-13T10:05:18.900Z
e8747afb-b053-4571-b0b1-72ae5d222a4d,00000000-0000-0000-0000-000000000000,C4 diagram for Slack architecture,2023-02-13T10:02:18.742Z
8af898a3-cbe2-4f3f-93da-b52f58679db4,00000000-0000-0000-0000-000000000000,user flow with user starting a standard checkout process,2023-02-13T19:42:02.824Z
75ceb7a4-06ab-4355-9ec0-7f1fefbfed78,00000000-0000-0000-0000-000000000000,UML diagram,2023-02-13T19:42:30.814Z
8d57cf82-2523-4b14-8c30-25f7c218423f,00000000-0000-0000-0000-000000000000,a scim diagram,2023-02-14T03:01:19.597Z
aaa7d2a5-9689-455b-bb5c-f55ba6328d15,00000000-0000-0000-0000-000000000000,a scim diagram,2023-02-14T03:01:33.259Z
fdbaf7ca-1994-4bf1-8bbd-8f1cef1a69bb,00000000-0000-0000-0000-000000000000,What,2023-02-14T17:53:04.857Z
66979934-4af0-4c02-b0b0-10c42fc04072,00000000-0000-0000-0000-000000000000,Diagram of rain and water waporing,2023-02-14T17:53:22.531Z
226b38ea-8b9a-4b8c-a661-53c1ff517a2e,00000000-0000-0000-0000-000000000000,A DAG of two tasks that depend on three previous tasks,2023-02-14T08:09:26.094Z
f4c209f6-0268-49ee-940e-e6a5bcccf521,00000000-0000-0000-0000-000000000000,a git merge of two branches,2023-02-14T08:10:14.132Z
c57a6794-5102-4a71-a3b8-d174535f2053,00000000-0000-0000-0000-000000000000,Web Server,2023-02-14T09:21:51.129Z
c76ba454-ffd6-49b7-aa26-247bbb551e0c,00000000-0000-0000-0000-000000000000,"C4 diagram of a Go web server reading from external Postgres database over TCP, in a loop, for every user in the Web request",2023-02-14T08:51:06.792Z
122c661d-54a1-4ffd-8c24-d490c96a4feb,00000000-0000-0000-0000-000000000000,diagram of your mom's ass,2023-02-14T16:46:56.041Z
acf8e745-3061-441d-a8be-b7a9821fbc84,00000000-0000-0000-0000-000000000000,Sven diagram of Einstein familly,2023-02-14T08:20:44.243Z
4b1d31cf-cc97-40a8-a3c4-98547870022e,00000000-0000-0000-0000-000000000000,C4 diagram of ChatGPT,2023-02-14T08:21:03.752Z
1ba226b1-f783-4b44-9042-e7752864c8e8,00000000-0000-0000-0000-000000000000,Event sourcing diagram of a basket and items,2023-02-14T08:20:12.351Z
5e18e204-99dc-4826-aac3-f616e8f2cd36,00000000-0000-0000-0000-000000000000,HRIS: User information is added or updated in the HRIS system by an HR admin.\nSCIM Request: A SCIM request is triggered by the HRIS system to send the user information to Okta.\nOkta: Okta processes the SCIM request and receives the user information from the HRIS.\nSCIM Request: Okta sends a SCIM request to send the user information to Lever (an ATS).\nLever (ATS): Lever processes the SCIM request and receives the user information from Okta.\nLever (ATS): The user information is added or updated in,2023-02-14T04:53:41.083Z
2b4447ac-467a-42aa-9b84-e8f97e425025,00000000-0000-0000-0000-000000000000,HRIS: User information is added or updated in the HRIS system by an HR admin.\nSCIM Request: A SCIM request is triggered by the HRIS system to send the user information to Okta.\nOkta: Okta processes the SCIM request and receives the user information from the HRIS.\nSCIM Request: Okta sends a SCIM request to send the user information to Lever (an ATS).\nLever (ATS): Lever processes the SCIM request and receives the user information from Okta.\nLever (ATS): The user information is added or updated in,2023-02-14T04:53:52.968Z
79577cff-dc8c-4980-b814-02dc982a6bd5,00000000-0000-0000-0000-000000000000,C4 diagram of an enterprise architecture for training and publish on teh internet deep learning models,2023-02-14T13:06:09.998Z
4e44c4a2-2731-4524-9705-58cdbbb7b575,00000000-0000-0000-0000-000000000000,warden is a gateway which send requests to coreapi and bot detection services to get results,2023-02-14T06:27:56.459Z
9514b260-52f3-4c52-a676-2207a66d9a00,00000000-0000-0000-0000-000000000000,"C4 diagram of a moderation platform where events streaming is at its core, and object storage as the solution for permanent data storage",2023-02-14T09:41:36.723Z
98b5ce2d-e4f8-46ed-8c1a-572e261bdce7,00000000-0000-0000-0000-000000000000,What you can do,2023-02-14T09:37:33.603Z
6036760c-cc21-49de-ba64-3937671535a4,00000000-0000-0000-0000-000000000000,Give me any diagram,2023-02-14T09:37:52.441Z
b2ad27fc-e29b-4b7d-9355-cfe8305c736e,00000000-0000-0000-0000-000000000000,C4 diagram of a micro service using Grpc to fetch data from a datawarehouse,2023-02-14T07:35:22.167Z
8d41f1ed-613f-4bb6-b075-a42b49051062,00000000-0000-0000-0000-000000000000,C4 diagram of a Go web server reading frl Postgres database over TCP,2023-02-14T09:04:46.475Z
0dc56c39-7a85-41d4-9ce3-d378d4641f56,00000000-0000-0000-0000-000000000000,HRIS: User information is added or updated in the HRIS system by an HR admin.\nSCIM Request: A SCIM request is triggered by the HRIS system to send the user information to Okta.\nOkta: Okta processes the SCIM request and receives the user information from the HRIS.\nSCIM Request: Okta sends a SCIM request to send the user information to Lever (an ATS).\nLever (ATS): Lever processes the SCIM request and receives the user information from Okta.\nLever (ATS): The user information is added or updated in,2023-02-14T03:07:15.467Z
b2117cec-68ab-480d-accf-1aa1566cdf1a,00000000-0000-0000-0000-000000000000,HRIS: User information is added or updated in the HRIS system by an HR admin.\nSCIM Request: A SCIM request is triggered by the HRIS system to send the user information to Okta.\nOkta: Okta processes the SCIM request and receives the user information from the HRIS.\nSCIM Request: Okta sends a SCIM request to send the user information to Lever (an ATS).\nLever (ATS): Lever processes the SCIM request and receives the user information from Okta.\nLever (ATS): The user information is added or updated in,2023-02-14T03:07:22.253Z
bfc478f8-4b3d-42c2-a25a-3dfe6a621f37,00000000-0000-0000-0000-000000000000,HRIS: User information is added or updated in the HRIS system by an HR admin.\nSCIM Request: A SCIM request is triggered by the HRIS system to send the user information to Okta.\nOkta: Okta processes the SCIM request and receives the user information from the HRIS.\nSCIM Request: Okta sends a SCIM request to send the user information to Lever (an ATS).\nLever (ATS): Lever processes the SCIM request and receives the user information from Okta.\nLever (ATS): The user information is added or updated in,2023-02-14T03:07:32.897Z
a54aa4b0-744d-4e1f-91d8-7eb26f99dd6f,00000000-0000-0000-0000-000000000000,C4 diagram of a Go web server reading from external Postgres database over TCP without the big part,2023-02-14T23:07:04.106Z
436c4f46-6e0c-4f7c-9cbc-9f32decf2db0,00000000-0000-0000-0000-000000000000,HRIS: User information is added or updated in the HRIS system by an HR admin.\nSCIM Request: A SCIM request is triggered by the HRIS system to send the user information to Okta.\nOkta: Okta processes the SCIM request and receives the user information from the HRIS.\nSCIM Request: Okta sends a SCIM request to send the user information to Lever (an ATS).\nLever (ATS): Lever processes the SCIM request and receives the user information from Okta.\nLever (ATS): The user information is added or updated in,2023-02-14T05:09:49.691Z
d8ee780a-45d1-41cf-b705-353e4b24184f,00000000-0000-0000-0000-000000000000,diagram of russian politics,2023-02-14T17:51:57.846Z
0cb1c7d9-85ff-4f60-90bf-07e72685288a,00000000-0000-0000-0000-000000000000,diagram of russian politics,2023-02-14T17:52:12.947Z
609fbc5f-abb6-4418-986a-51341820df4a,00000000-0000-0000-0000-000000000000,Diagram if word what,2023-02-14T17:52:35.934Z
30d76a2c-8b01-4009-9812-a6579d50aaee,00000000-0000-0000-0000-000000000000,A REST endpoint with a callback.,2023-02-14T09:26:13.543Z
453774e8-0767-45ce-b27c-4b9e63998474,00000000-0000-0000-0000-000000000000,C4 diagram of a Go web server reading from external Postgres database over TCP via proxy step,2023-02-15T15:26:51.712Z
f746a145-08ed-4a36-8b78-2db92db5b7ae,00000000-0000-0000-0000-000000000000,C4 diagram of a Go web server reading from external Postgres database over TCP via proxy,2023-02-15T15:26:37.205Z
b404bd66-6bc9-4376-9930-49ec03f20cc9,00000000-0000-0000-0000-000000000000,diagram of a nginx web server reading from AWS S3 database over REST API,2023-02-15T22:30:51.379Z
c4dd8a7c-d0f5-4af3-8f17-41330a8bd46b,00000000-0000-0000-0000-000000000000,diagram of a Go web server reading from external MySQL database over https,2023-02-15T22:29:25.944Z
